PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,SEASON,target_fg3_pct,fg3_pct_lag1,fg3_pct_lag2,fg3_pct_trend,fg3_pct_career_avg,fg3a_lag1,fg3a_per_game,high_volume,GP,MIN,AST,TOV,FG_PCT,FT_PCT,gp_lag1,seasons_in_league
202083,Wesley Matthews,IND,2018-19,0.372,0.381,0.363,0.018000000000000016,0.37324999999999997,6.4,5.8,1,69,30.3,2.3,1.3,0.4,0.81,63.0,4
202083,Wesley Matthews,MIL,2019-20,0.364,0.372,0.381,-0.009000000000000008,0.373,5.8,4.4,0,67,24.4,1.4,0.6,0.396,0.765,69.0,5
202083,Wesley Matthews,LAL,2020-21,0.335,0.364,0.372,-0.008000000000000007,0.3715,4.4,3.4,0,58,19.5,0.9,0.4,0.353,0.854,67.0,6
202083,Wesley Matthews,MIL,2021-22,0.338,0.335,0.364,-0.02899999999999997,0.36628571428571427,3.4,3.2,0,49,20.5,0.7,0.4,0.395,0.786,58.0,7
202083,Wesley Matthews,MIL,2022-23,0.315,0.338,0.335,0.0030000000000000027,0.36275,3.2,2.4,0,52,15.8,0.7,0.3,0.363,0.857,49.0,8
202083,Wesley Matthews,ATL,2023-24,0.348,0.315,0.338,-0.02300000000000002,0.35744444444444445,2.4,1.9,0,36,11.5,0.6,0.2,0.351,0.75,52.0,9
202322,John Wall,WAS,2015-16,0.351,0.3,,,0.3,2.7,4.3,0,77,36.2,10.2,4.1,0.424,0.791,79.0,1
202322,John Wall,WAS,2016-17,0.327,0.351,0.3,0.05099999999999999,0.3255,4.3,3.5,0,78,36.4,10.7,4.1,0.451,0.801,77.0,2
202322,John Wall,WAS,2017-18,0.371,0.327,0.351,-0.023999999999999966,0.326,3.5,4.1,0,41,34.4,9.6,3.9,0.42,0.726,78.0,3
202322,John Wall,WAS,2018-19,0.302,0.371,0.327,0.043999999999999984,0.33725,4.1,5.3,1,32,34.5,8.7,3.8,0.444,0.697,41.0,4
202322,John Wall,HOU,2020-21,0.317,0.302,0.371,-0.069,0.3302,5.3,6.2,1,40,32.2,6.9,3.5,0.404,0.749,32.0,5
202322,John Wall,LAC,2022-23,0.303,0.317,0.302,0.015000000000000013,0.328,6.2,3.2,0,34,22.2,5.2,2.4,0.407,0.681,40.0,6
202323,Evan Turner,BOS,2015-16,0.241,0.277,,,0.277,1.5,1.0,0,81,28.0,4.4,2.1,0.456,0.827,82.0,1
202323,Evan Turner,POR,2016-17,0.263,0.241,0.277,-0.03600000000000003,0.259,1.0,1.8,0,65,25.5,3.2,1.5,0.426,0.825,81.0,2
202323,Evan Turner,POR,2017-18,0.318,0.263,0.241,0.02200000000000002,0.26033333333333336,1.8,1.7,0,79,25.7,2.2,1.3,0.447,0.85,65.0,3
202323,Evan Turner,POR,2018-19,0.212,0.318,0.263,0.05499999999999999,0.27475,1.7,0.7,0,73,22.0,3.9,1.6,0.46,0.708,79.0,4
202324,Derrick Favors,UTA,2018-19,0.218,0.222,,,0.222,0.8,1.0,0,76,23.2,1.2,1.1,0.586,0.675,77.0,1
202325,Wesley Johnson,LAC,2015-16,0.333,0.351,,,0.351,3.4,3.9,0,80,20.8,0.6,0.7,0.404,0.652,76.0,1
202325,Wesley Johnson,LAC,2016-17,0.246,0.333,0.351,-0.01799999999999996,0.34199999999999997,3.9,1.7,0,68,11.9,0.3,0.3,0.365,0.647,80.0,2
202325,Wesley Johnson,LAC,2017-18,0.339,0.246,0.333,-0.08700000000000002,0.31,1.7,2.4,0,74,20.1,0.8,0.7,0.408,0.741,68.0,3
202325,Wesley Johnson,WAS,2018-19,0.329,0.339,0.246,0.09300000000000003,0.31725000000000003,2.4,2.0,0,38,14.1,0.6,0.5,0.352,0.684,74.0,4
202326,DeMarcus Cousins,NOP,2016-17,0.361,0.333,,,0.333,3.2,5.0,1,72,34.2,4.6,3.7,0.452,0.772,65.0,1
202326,DeMarcus Cousins,NOP,2017-18,0.354,0.361,0.333,0.02799999999999997,0.347,5.0,6.1,1,48,36.2,5.4,5.0,0.47,0.746,72.0,2
202326,DeMarcus Cousins,GSW,2018-19,0.274,0.354,0.361,-0.007000000000000006,0.34933333333333333,6.1,3.2,0,30,25.7,3.6,2.4,0.48,0.736,48.0,3
202326,DeMarcus Cousins,LAC,2020-21,0.348,0.274,0.354,-0.07999999999999996,0.3305,3.2,3.3,0,41,17.4,1.9,1.6,0.426,0.728,30.0,4
202326,DeMarcus Cousins,DEN,2021-22,0.303,0.348,0.274,0.07399999999999995,0.33399999999999996,3.3,2.5,0,48,14.9,1.5,1.8,0.46,0.76,41.0,5
202329,Al-Farouq Aminu,POR,2015-16,0.361,0.274,,,0.274,1.7,4.3,0,82,28.5,1.7,1.5,0.416,0.737,74.0,1
202329,Al-Farouq Aminu,POR,2016-17,0.33,0.361,0.274,0.08699999999999997,0.3175,4.3,3.5,0,61,29.1,1.6,1.5,0.393,0.706,82.0,2
202329,Al-Farouq Aminu,POR,2017-18,0.369,0.33,0.361,-0.030999999999999972,0.3216666666666667,3.5,4.9,0,69,30.0,1.2,1.1,0.395,0.738,61.0,3
202329,Al-Farouq Aminu,POR,2018-19,0.343,0.369,0.33,0.03899999999999998,0.3335,4.9,3.5,0,81,28.3,1.3,0.9,0.433,0.867,69.0,4
202330,Gordon Hayward,UTA,2015-16,0.349,0.364,,,0.364,4.3,5.1,1,80,36.2,3.7,2.5,0.433,0.824,76.0,1
202330,Gordon Hayward,UTA,2016-17,0.398,0.349,0.364,-0.015000000000000013,0.3565,5.1,5.1,1,73,34.5,3.5,1.9,0.471,0.844,80.0,2
202330,Gordon Hayward,BOS,2018-19,0.333,0.398,0.349,0.049000000000000044,0.37033333333333335,5.1,3.2,0,72,25.9,3.4,1.5,0.466,0.834,73.0,3
202330,Gordon Hayward,BOS,2019-20,0.383,0.333,0.398,-0.065,0.361,3.2,4.3,0,52,33.5,4.1,1.8,0.5,0.855,72.0,4
202330,Gordon Hayward,CHA,2020-21,0.415,0.383,0.333,0.04999999999999999,0.3654,4.3,4.7,0,44,34.0,4.1,2.1,0.473,0.843,52.0,5
202330,Gordon Hayward,CHA,2021-22,0.391,0.415,0.383,0.03199999999999997,0.37366666666666665,4.7,4.5,0,49,31.9,3.6,1.7,0.459,0.846,44.0,6
202330,Gordon Hayward,CHA,2022-23,0.325,0.391,0.415,-0.023999999999999966,0.37614285714285717,4.5,3.2,0,50,31.5,4.1,2.0,0.475,0.811,49.0,7
202330,Gordon Hayward,OKC,2023-24,0.411,0.325,0.391,-0.066,0.36975,3.2,1.8,0,51,24.4,3.1,1.3,0.464,0.742,50.0,8
202331,Paul George,IND,2016-17,0.393,0.371,,,0.371,7.0,6.6,1,75,35.9,3.3,2.9,0.461,0.898,81.0,1
202331,Paul George,OKC,2017-18,0.401,0.393,0.371,0.02200000000000002,0.382,6.6,7.7,1,79,36.6,3.3,2.7,0.43,0.822,75.0,2
202331,Paul George,OKC,2018-19,0.386,0.401,0.393,0.008000000000000007,0.38833333333333336,7.7,9.8,1,77,36.9,4.1,2.7,0.438,0.839,79.0,3
202331,Paul George,LAC,2019-20,0.412,0.386,0.401,-0.015000000000000013,0.38775000000000004,9.8,7.9,1,48,29.6,3.9,2.6,0.439,0.876,77.0,4
202331,Paul George,LAC,2020-21,0.411,0.412,0.386,0.025999999999999968,0.3926,7.9,7.7,1,54,33.7,5.2,3.3,0.467,0.868,48.0,5
202331,Paul George,LAC,2021-22,0.354,0.411,0.412,-0.0010000000000000009,0.39566666666666667,7.7,8.3,1,31,34.8,5.7,4.1,0.421,0.858,54.0,6
202331,Paul George,LAC,2022-23,0.371,0.354,0.411,-0.056999999999999995,0.3897142857142857,8.3,7.6,1,56,34.6,5.1,3.1,0.457,0.871,31.0,7
202331,Paul George,LAC,2023-24,0.413,0.371,0.354,0.017000000000000015,0.387375,7.6,7.9,1,74,33.8,3.5,2.1,0.471,0.907,56.0,8
202335,Patrick Patterson,TOR,2015-16,0.362,0.371,,,0.371,3.5,3.7,0,79,25.6,1.2,0.8,0.414,0.853,81.0,1
202335,Patrick Patterson,TOR,2016-17,0.372,0.362,0.371,-0.009000000000000008,0.3665,3.7,3.9,0,65,24.6,1.2,0.6,0.401,0.717,79.0,2
202335,Patrick Patterson,OKC,2017-18,0.386,0.372,0.362,0.010000000000000009,0.36833333333333335,3.9,2.1,0,82,15.5,0.7,0.4,0.398,0.87,65.0,3
202335,Patrick Patterson,OKC,2018-19,0.336,0.386,0.372,0.014000000000000012,0.37275,2.1,2.2,0,63,13.7,0.5,0.3,0.374,0.633,82.0,4
202335,Patrick Patterson,LAC,2019-20,0.39,0.336,0.386,-0.04999999999999999,0.3654,2.2,2.9,0,59,13.2,0.7,0.4,0.408,0.814,63.0,5
202335,Patrick Patterson,LAC,2020-21,0.357,0.39,0.336,0.05399999999999999,0.3695,2.9,2.9,0,38,15.3,0.8,0.3,0.436,0.765,59.0,6
202337,Luke Babbitt,NOP,2015-16,0.404,0.513,,,0.513,1.8,2.3,0,47,18.0,1.1,0.5,0.422,0.78,63.0,1
202337,Luke Babbitt,MIA,2016-17,0.414,0.404,0.513,-0.10899999999999999,0.4585,2.3,3.1,0,68,15.7,0.5,0.4,0.402,0.733,47.0,2
202337,Luke Babbitt,MIA,2017-18,0.385,0.414,0.404,0.009999999999999953,0.44366666666666665,3.1,3.1,0,50,14.3,0.6,0.4,0.423,0.773,68.0,3
202339,Eric Bledsoe,PHX,2015-16,0.372,0.324,,,0.324,3.4,4.2,0,31,34.2,6.1,3.5,0.453,0.802,81.0,1
202339,Eric Bledsoe,PHX,2016-17,0.335,0.372,0.324,0.04799999999999999,0.348,4.2,4.7,0,66,33.0,6.3,3.4,0.434,0.847,31.0,2
202339,Eric Bledsoe,MIL,2017-18,0.347,0.335,0.372,-0.03699999999999998,0.34366666666666673,4.7,4.9,0,74,31.4,5.0,2.9,0.473,0.795,66.0,3
202339,Eric Bledsoe,MIL,2018-19,0.329,0.347,0.335,0.011999999999999955,0.34450000000000003,4.9,4.8,0,78,29.1,5.5,2.1,0.484,0.75,74.0,4
202339,Eric Bledsoe,MIL,2019-20,0.344,0.329,0.347,-0.01799999999999996,0.34140000000000004,4.8,3.5,0,61,27.0,5.4,2.4,0.475,0.79,78.0,5
202339,Eric Bledsoe,NOP,2020-21,0.341,0.344,0.329,0.014999999999999958,0.3418333333333334,3.5,5.0,1,71,29.7,3.8,1.6,0.421,0.687,61.0,6
202339,Eric Bledsoe,POR,2021-22,0.313,0.341,0.344,-0.002999999999999947,0.3417142857142857,5.0,3.0,0,54,25.2,4.2,2.1,0.421,0.761,71.0,7
202340,Avery Bradley,BOS,2015-16,0.361,0.352,,,0.352,4.6,5.4,1,76,33.4,2.1,1.4,0.447,0.78,77.0,1
202340,Avery Bradley,BOS,2016-17,0.39,0.361,0.352,0.009000000000000008,0.3565,5.4,5.0,1,55,33.4,2.2,1.6,0.463,0.731,76.0,2
202340,Avery Bradley,LAC,2017-18,0.369,0.39,0.361,0.029000000000000026,0.36766666666666664,5.0,4.4,0,46,31.2,2.0,2.2,0.414,0.768,55.0,3
202340,Avery Bradley,MEM,2018-19,0.351,0.369,0.39,-0.02100000000000002,0.368,4.4,3.9,0,63,30.2,2.4,1.4,0.408,0.86,46.0,4
202340,Avery Bradley,LAL,2019-20,0.364,0.351,0.369,-0.018000000000000016,0.3646,3.9,3.5,0,49,24.2,1.3,1.0,0.444,0.833,63.0,5
202340,Avery Bradley,HOU,2020-21,0.327,0.364,0.351,0.013000000000000012,0.3645,3.5,3.7,0,27,22.3,1.7,1.0,0.374,0.8,49.0,6
202340,Avery Bradley,LAL,2021-22,0.39,0.327,0.364,-0.03699999999999998,0.3591428571428571,3.7,3.4,0,62,22.7,0.8,0.6,0.423,0.889,27.0,7
202344,Trevor Booker,BKN,2016-17,0.321,0.345,,,0.345,1.1,1.1,0,71,24.7,1.9,1.8,0.516,0.673,79.0,1
202349,Greivis Vasquez,MIL,2015-16,0.247,0.379,,,0.379,4.3,3.2,0,23,20.0,4.0,1.7,0.326,0.846,82.0,1
202357,Nemanja Bjelica,MIN,2016-17,0.316,0.384,,,0.384,2.1,2.7,0,65,18.3,1.2,0.9,0.424,0.738,60.0,1
202357,Nemanja Bjelica,MIN,2017-18,0.415,0.316,0.384,-0.068,0.35,2.7,2.7,0,67,20.5,1.3,0.8,0.461,0.8,65.0,2
202357,Nemanja Bjelica,SAC,2018-19,0.401,0.415,0.316,0.09899999999999998,0.37166666666666665,2.7,3.3,0,77,23.2,1.9,1.1,0.479,0.761,67.0,3
202357,Nemanja Bjelica,SAC,2019-20,0.419,0.401,0.415,-0.013999999999999957,0.379,3.3,4.4,0,72,27.9,2.8,1.4,0.481,0.821,77.0,4
202357,Nemanja Bjelica,MIA,2020-21,0.318,0.419,0.401,0.01799999999999996,0.387,4.4,2.3,0,37,16.1,1.9,0.9,0.454,0.725,72.0,5
202357,Nemanja Bjelica,GSW,2021-22,0.362,0.318,0.419,-0.10099999999999998,0.3755,2.3,2.1,0,71,16.1,2.2,1.2,0.468,0.728,37.0,6
202362,Lance Stephenson,MEM,2015-16,0.385,0.171,,,0.171,1.7,1.1,0,69,19.9,1.9,1.4,0.481,0.784,61.0,1
202362,Lance Stephenson,IND,2017-18,0.289,0.385,0.171,0.214,0.278,1.1,2.8,0,82,22.6,2.9,1.6,0.427,0.661,69.0,2
202362,Lance Stephenson,LAL,2018-19,0.371,0.289,0.385,-0.09600000000000003,0.2816666666666667,2.8,2.9,0,68,16.5,2.1,1.3,0.426,0.685,82.0,3
202362,Lance Stephenson,IND,2021-22,0.3,0.371,0.289,0.08200000000000002,0.304,2.9,2.0,0,46,17.7,3.6,1.6,0.455,0.788,68.0,4
202388,Donald Sloan,BKN,2015-16,0.384,0.313,,,0.313,2.5,1.6,0,61,21.6,4.4,1.3,0.44,0.75,53.0,1
202390,Gary Neal,WAS,2015-16,0.41,0.305,,,0.305,3.0,2.5,0,40,20.2,1.2,0.7,0.465,0.855,54.0,1
202391,Jeremy Lin,CHA,2015-16,0.336,0.369,,,0.369,2.4,2.9,0,78,26.3,3.0,1.9,0.412,0.815,74.0,1
202391,Jeremy Lin,BKN,2016-17,0.372,0.336,0.369,-0.032999999999999974,0.35250000000000004,2.9,4.3,0,36,24.5,5.1,2.4,0.438,0.816,78.0,2
202391,Jeremy Lin,TOR,2018-19,0.294,0.372,0.336,0.035999999999999976,0.359,4.3,2.5,0,74,19.4,3.1,1.7,0.44,0.838,36.0,3
202397,Ish Smith,PHI,2015-16,0.329,0.3,,,0.3,1.1,2.2,0,77,29.1,6.5,2.3,0.411,0.693,55.0,1
202397,Ish Smith,DET,2016-17,0.267,0.329,0.3,0.029000000000000026,0.3145,2.2,1.3,0,81,24.1,5.2,1.4,0.439,0.706,77.0,2
202397,Ish Smith,DET,2017-18,0.347,0.267,0.329,-0.062,0.2986666666666667,1.3,1.2,0,82,24.9,4.4,1.3,0.486,0.698,81.0,3
202397,Ish Smith,DET,2018-19,0.326,0.347,0.267,0.07999999999999996,0.31074999999999997,1.2,2.4,0,56,22.3,3.6,1.1,0.419,0.758,82.0,4
202397,Ish Smith,WAS,2019-20,0.367,0.326,0.347,-0.020999999999999963,0.31379999999999997,2.4,2.5,0,68,26.3,4.9,1.4,0.447,0.721,56.0,5
202397,Ish Smith,WAS,2021-22,0.373,0.367,0.326,0.04099999999999998,0.32266666666666666,2.5,1.0,0,65,17.3,3.8,1.2,0.43,0.625,68.0,6
202498,Lance Thomas,NYK,2016-17,0.447,0.404,,,0.404,1.8,1.8,0,46,21.0,0.8,0.5,0.398,0.843,59.0,1
202498,Lance Thomas,NYK,2017-18,0.403,0.447,0.404,0.04299999999999998,0.4255,1.8,1.7,0,73,18.5,0.6,0.6,0.382,0.83,46.0,2
202498,Lance Thomas,NYK,2018-19,0.278,0.403,0.447,-0.043999999999999984,0.418,1.7,1.7,0,46,17.0,0.6,0.5,0.396,0.75,73.0,3
202681,Kyrie Irving,CLE,2015-16,0.321,0.415,,,0.415,5.0,4.9,0,53,31.5,4.7,2.3,0.448,0.885,75.0,1
202681,Kyrie Irving,CLE,2016-17,0.401,0.321,0.415,-0.09399999999999997,0.368,4.9,6.1,1,72,35.1,5.8,2.5,0.473,0.905,53.0,2
202681,Kyrie Irving,BOS,2017-18,0.408,0.401,0.321,0.08000000000000002,0.379,6.1,6.8,1,60,32.2,5.1,2.3,0.491,0.889,72.0,3
202681,Kyrie Irving,BOS,2018-19,0.401,0.408,0.401,0.006999999999999951,0.38625,6.8,6.5,1,67,33.0,6.9,2.6,0.487,0.873,60.0,4
202681,Kyrie Irving,BKN,2019-20,0.394,0.401,0.408,-0.006999999999999951,0.3892,6.5,7.1,1,20,32.9,6.4,2.6,0.478,0.922,67.0,5
202681,Kyrie Irving,BKN,2020-21,0.402,0.394,0.401,-0.007000000000000006,0.38999999999999996,7.1,7.0,1,54,34.9,6.0,2.4,0.506,0.922,20.0,6
202681,Kyrie Irving,BKN,2021-22,0.418,0.402,0.394,0.008000000000000007,0.39171428571428574,7.0,8.2,1,29,37.6,5.8,2.5,0.469,0.915,54.0,7
202681,Kyrie Irving,DAL,2022-23,0.379,0.418,0.402,0.01599999999999996,0.395,8.2,8.3,1,60,37.3,5.5,2.1,0.494,0.905,29.0,8
202681,Kyrie Irving,DAL,2023-24,0.411,0.379,0.418,-0.03899999999999998,0.39322222222222225,8.3,7.3,1,58,35.0,5.2,1.8,0.497,0.905,60.0,9
202682,Derrick Williams,NYK,2015-16,0.293,0.314,,,0.314,2.1,1.9,0,80,17.9,0.9,0.8,0.45,0.758,74.0,1
202682,Derrick Williams,CLE,2016-17,0.309,0.293,0.314,-0.02100000000000002,0.3035,1.9,1.9,0,50,16.1,0.6,0.6,0.443,0.652,80.0,2
202685,Jonas Valančiūnas,MEM,2019-20,0.352,0.405,,,0.405,1.0,1.3,0,70,26.4,1.9,1.8,0.585,0.74,77.0,1
202685,Jonas Valančiūnas,MEM,2020-21,0.368,0.352,0.405,-0.05300000000000005,0.3785,1.3,0.9,0,62,28.3,1.8,1.6,0.592,0.773,70.0,2
202685,Jonas Valančiūnas,NOP,2021-22,0.361,0.368,0.352,0.016000000000000014,0.375,0.9,2.1,0,74,30.3,2.6,2.4,0.544,0.82,62.0,3
202685,Jonas Valančiūnas,NOP,2022-23,0.349,0.361,0.368,-0.007000000000000006,0.3715,2.1,1.4,0,79,24.9,1.8,2.0,0.547,0.826,74.0,4
202685,Jonas Valančiūnas,NOP,2023-24,0.308,0.349,0.361,-0.01200000000000001,0.367,1.4,1.5,0,82,23.5,2.1,1.4,0.559,0.785,79.0,5
202688,Brandon Knight,PHX,2015-16,0.342,0.389,,,0.389,5.1,6.8,1,52,36.0,5.1,3.4,0.415,0.852,63.0,1
202688,Brandon Knight,PHX,2016-17,0.324,0.342,0.389,-0.046999999999999986,0.36550000000000005,6.8,2.6,0,54,21.1,2.4,1.6,0.398,0.857,52.0,2
202688,Brandon Knight,CLE,2018-19,0.318,0.324,0.342,-0.018000000000000016,0.35166666666666674,2.6,3.3,0,39,18.9,1.8,0.8,0.381,0.794,54.0,3
202688,Brandon Knight,DET,2019-20,0.344,0.318,0.324,-0.006000000000000005,0.34325,3.3,5.2,1,25,18.5,2.8,1.5,0.353,0.588,39.0,4
202689,Kemba Walker,CHA,2015-16,0.371,0.304,,,0.304,4.5,6.0,1,81,35.6,5.2,2.1,0.427,0.847,62.0,1
202689,Kemba Walker,CHA,2016-17,0.399,0.371,0.304,0.067,0.3375,6.0,7.6,1,79,34.7,5.5,2.1,0.444,0.847,81.0,2
202689,Kemba Walker,CHA,2017-18,0.384,0.399,0.371,0.028000000000000025,0.35800000000000004,7.6,7.5,1,80,34.2,5.6,2.2,0.431,0.864,79.0,3
202689,Kemba Walker,CHA,2018-19,0.356,0.384,0.399,-0.015000000000000013,0.3645,7.5,8.9,1,82,34.9,5.9,2.6,0.434,0.844,80.0,4
202689,Kemba Walker,BOS,2019-20,0.381,0.356,0.384,-0.028000000000000025,0.3628,8.9,8.4,1,56,31.1,4.8,2.1,0.425,0.864,82.0,5
202689,Kemba Walker,OKC,2020-21,0.36,0.381,0.356,0.025000000000000022,0.3658333333333333,8.4,8.2,1,43,31.8,4.9,2.0,0.42,0.899,56.0,6
202689,Kemba Walker,NYK,2021-22,0.367,0.36,0.381,-0.02100000000000002,0.36500000000000005,8.2,5.4,1,37,25.6,3.5,1.3,0.403,0.845,43.0,7
202691,Klay Thompson,GSW,2015-16,0.425,0.439,,,0.439,7.1,8.1,1,80,33.3,2.1,1.7,0.47,0.873,77.0,1
202691,Klay Thompson,GSW,2016-17,0.414,0.425,0.439,-0.014000000000000012,0.432,8.1,8.3,1,78,34.0,2.1,1.6,0.468,0.853,80.0,2
202691,Klay Thompson,GSW,2017-18,0.44,0.414,0.425,-0.01100000000000001,0.426,8.3,7.1,1,73,34.3,2.5,1.8,0.489,0.837,78.0,3
202691,Klay Thompson,GSW,2018-19,0.402,0.44,0.414,0.026000000000000023,0.4295,7.1,7.7,1,78,34.0,2.4,1.5,0.467,0.816,73.0,4
202691,Klay Thompson,GSW,2021-22,0.385,0.402,0.44,-0.03799999999999998,0.42400000000000004,7.7,9.3,1,32,29.4,2.8,1.3,0.429,0.902,78.0,5
202691,Klay Thompson,GSW,2022-23,0.412,0.385,0.402,-0.017000000000000015,0.4175,9.3,10.6,1,69,33.0,2.4,1.8,0.436,0.879,32.0,6
202691,Klay Thompson,GSW,2023-24,0.387,0.412,0.385,0.02699999999999997,0.4167142857142857,10.6,9.0,1,77,29.7,2.3,1.5,0.432,0.927,69.0,7
202692,Alec Burks,UTA,2015-16,0.405,0.382,,,0.382,2.5,2.5,0,31,25.7,2.0,1.6,0.41,0.752,27.0,1
202692,Alec Burks,UTA,2016-17,0.329,0.405,0.382,0.02300000000000002,0.3935,2.5,1.8,0,42,15.5,0.7,0.8,0.399,0.769,31.0,2
202692,Alec Burks,UTA,2017-18,0.331,0.329,0.405,-0.07600000000000001,0.37200000000000005,1.8,2.2,0,64,16.5,1.0,0.9,0.411,0.863,42.0,3
202692,Alec Burks,SAC,2018-19,0.363,0.331,0.329,0.0020000000000000018,0.36175,2.2,2.6,0,64,21.5,2.0,1.0,0.405,0.823,64.0,4
202692,Alec Burks,PHI,2019-20,0.385,0.363,0.331,0.03199999999999997,0.362,2.6,4.6,0,66,26.6,2.9,1.4,0.418,0.887,64.0,5
202692,Alec Burks,NYK,2020-21,0.415,0.385,0.363,0.02200000000000002,0.3658333333333334,4.6,5.0,1,49,25.6,2.2,1.0,0.42,0.856,66.0,6
202692,Alec Burks,NYK,2021-22,0.404,0.415,0.385,0.02999999999999997,0.37285714285714283,5.0,4.8,0,81,28.6,3.0,1.1,0.391,0.822,49.0,7
202692,Alec Burks,DET,2022-23,0.414,0.404,0.415,-0.010999999999999954,0.37675000000000003,4.8,4.7,0,51,22.0,2.2,1.1,0.436,0.814,81.0,8
202692,Alec Burks,NYK,2023-24,0.376,0.414,0.404,0.009999999999999953,0.3808888888888889,4.7,5.0,1,66,18.4,1.3,0.7,0.369,0.868,51.0,9
202693,Markieff Morris,WAS,2015-16,0.303,0.318,,,0.318,2.2,2.4,0,64,25.5,1.9,2.1,0.425,0.735,82.0,1
202693,Markieff Morris,WAS,2016-17,0.362,0.303,0.318,-0.015000000000000013,0.3105,2.4,2.6,0,76,31.2,1.7,1.7,0.457,0.837,64.0,2
202693,Markieff Morris,WAS,2017-18,0.367,0.362,0.303,0.059,0.32766666666666666,2.6,2.8,0,73,27.0,1.9,1.7,0.48,0.82,76.0,3
202693,Markieff Morris,OKC,2018-19,0.335,0.367,0.362,0.0050000000000000044,0.3375,2.8,3.5,0,58,21.9,1.4,0.9,0.421,0.772,73.0,4
202693,Markieff Morris,LAL,2019-20,0.386,0.335,0.367,-0.03199999999999997,0.337,3.5,3.9,0,58,20.5,1.3,1.3,0.443,0.776,58.0,5
202693,Markieff Morris,LAL,2020-21,0.311,0.386,0.335,0.05099999999999999,0.3451666666666667,3.9,3.4,0,61,19.7,1.2,0.9,0.405,0.72,58.0,6
202693,Markieff Morris,DAL,2022-23,0.394,0.311,0.386,-0.07500000000000001,0.3402857142857143,3.4,2.0,0,35,10.1,0.9,0.5,0.409,1.0,61.0,7
202694,Marcus Morris Sr.,DET,2015-16,0.362,0.358,,,0.358,3.9,3.7,0,80,35.7,2.5,1.8,0.434,0.749,81.0,1
202694,Marcus Morris Sr.,DET,2016-17,0.331,0.362,0.358,0.0040000000000000036,0.36,3.7,4.5,0,79,32.5,2.0,1.1,0.418,0.784,80.0,2
202694,Marcus Morris Sr.,BOS,2017-18,0.368,0.331,0.362,-0.030999999999999972,0.35033333333333333,4.5,4.3,0,54,26.7,1.3,1.2,0.429,0.805,79.0,3
202694,Marcus Morris Sr.,BOS,2018-19,0.375,0.368,0.331,0.03699999999999998,0.35475,4.3,5.2,1,75,27.9,1.5,1.2,0.447,0.844,54.0,4
202694,Marcus Morris Sr.,LAC,2019-20,0.408,0.375,0.368,0.007000000000000006,0.3588,5.2,5.6,1,62,31.2,1.4,1.6,0.438,0.823,75.0,5
202694,Marcus Morris Sr.,LAC,2020-21,0.473,0.408,0.375,0.032999999999999974,0.367,5.6,5.2,1,57,26.3,1.0,1.0,0.473,0.82,62.0,6
202694,Marcus Morris Sr.,LAC,2021-22,0.367,0.473,0.408,0.065,0.3821428571428571,5.2,5.1,1,54,29.0,2.1,1.3,0.434,0.872,57.0,7
202694,Marcus Morris Sr.,LAC,2022-23,0.365,0.367,0.473,-0.10599999999999998,0.38025,5.1,4.7,0,65,28.1,1.8,0.9,0.426,0.782,54.0,8
202694,Marcus Morris Sr.,CLE,2023-24,0.403,0.365,0.367,-0.0020000000000000018,0.37855555555555553,4.7,2.4,0,49,16.7,0.7,0.6,0.439,0.818,65.0,9
202695,Kawhi Leonard,SAS,2015-16,0.443,0.349,,,0.349,3.0,4.0,0,72,33.0,2.6,1.5,0.506,0.874,64.0,1
202695,Kawhi Leonard,SAS,2016-17,0.38,0.443,0.349,0.09400000000000003,0.396,4.0,5.2,1,74,33.4,3.5,2.1,0.485,0.88,72.0,2
202695,Kawhi Leonard,TOR,2018-19,0.371,0.38,0.443,-0.063,0.39066666666666666,5.2,5.0,1,60,34.0,3.3,2.0,0.496,0.854,74.0,3
202695,Kawhi Leonard,LAC,2019-20,0.378,0.371,0.38,-0.009000000000000008,0.38575,5.0,5.7,1,57,32.4,4.9,2.6,0.47,0.886,60.0,4
202695,Kawhi Leonard,LAC,2020-21,0.398,0.378,0.371,0.007000000000000006,0.3842,5.7,4.9,0,52,34.1,5.2,2.0,0.512,0.885,57.0,5
202695,Kawhi Leonard,LAC,2022-23,0.416,0.398,0.378,0.020000000000000018,0.3865,4.9,4.8,0,52,33.6,3.9,1.7,0.512,0.871,52.0,6
202695,Kawhi Leonard,LAC,2023-24,0.417,0.416,0.398,0.01799999999999996,0.3907142857142857,4.8,4.9,0,68,34.3,3.6,1.8,0.525,0.885,52.0,7
202696,Nikola Vučević,ORL,2017-18,0.314,0.307,,,0.307,1.0,3.6,0,57,29.5,3.4,1.9,0.475,0.819,75.0,1
202696,Nikola Vučević,ORL,2018-19,0.364,0.314,0.307,0.007000000000000006,0.3105,3.6,2.9,0,80,31.4,3.8,2.0,0.518,0.789,57.0,2
202696,Nikola Vučević,ORL,2019-20,0.339,0.364,0.314,0.04999999999999999,0.3283333333333333,2.9,4.7,0,62,32.2,3.6,1.4,0.477,0.784,80.0,3
202696,Nikola Vučević,CHI,2020-21,0.4,0.339,0.364,-0.024999999999999967,0.331,4.7,6.3,1,70,33.5,3.8,1.8,0.477,0.84,62.0,4
