GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,playerName,TEAM_ID,team,period,minutesRemaining,secondsRemaining,eventType,ACTION_TYPE,SHOT_TYPE,shotZone,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,shotDistance,locationX,locationY,shotAttempted,shotMade,gameDate,HTM,VTM,season,shotClock,defenderDistance,dribbles,touchTime,gameTimeRemaining,courtDistance,lateGameShot,cornerThree
Shot Chart Detail,22201053,370,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,7,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-1.0,5.0,1,1,20230317,POR,BOS,1970,,,,,1899,5.0990195135927845,0,0
Shot Chart Detail,22201053,574,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,5,21,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,11.0,9.0,1,1,20230317,POR,BOS,1970,,,,,2481,14.212670403551895,0,0
Shot Chart Detail,22201069,236,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,6,10,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,9.0,3.0,1,1,20230319,POR,LAC,1970,,,,,1090,9.486832980505138,0,0
Shot Chart Detail,22201069,564,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,5,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-1.0,-1.0,1,1,20230319,POR,LAC,1970,,,,,2472,1.4142135623730951,0,0
Shot Chart Detail,22201091,40,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,9,8,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,21.0,16.0,1,1,20230322,UTA,POR,1970,,,,,548,26.40075756488817,0,0
Shot Chart Detail,22201091,87,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,5,23,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,22.0,14.0,1,1,20230322,UTA,POR,1970,,,,,323,26.076809620810597,0,0
Shot Chart Detail,22201091,226,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,8,19,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,29.0,13.0,1,1,20230322,UTA,POR,1970,,,,,1219,31.78049716414141,0,0
Shot Chart Detail,22300002,632,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,2,55,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,5.0,29.0,1,1,20231103,MIL,NYK,1970,,,,,2335,29.427877939124322,0,0
Shot Chart Detail,22300027,34,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,9,16,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-15.0,16.0,1,1,20231117,CHA,MIL,1970,,,,,556,21.93171219946131,0,0
Shot Chart Detail,22300027,342,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,9,49,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-18.0,3.0,1,1,20231117,CHA,MIL,1970,,,,,2029,18.24828759089466,0,0
Shot Chart Detail,22300027,376,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,7,23,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-4.0,3.0,1,1,20231117,CHA,MIL,1970,,,,,1883,5.0,0,0
Shot Chart Detail,22300049,314,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,0,29,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,2.0,34.0,1,1,20231124,MIL,WAS,1970,,,,,749,34.058772731852805,0,0
Shot Chart Detail,22300049,435,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,4,51,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-10.0,3.0,1,1,20231124,MIL,WAS,1970,,,,,1731,10.44030650891055,0,0
Shot Chart Detail,22300049,623,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,3,18,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-13.0,6.0,1,1,20231124,MIL,WAS,1970,,,,,2358,14.317821063276353,0,0
Shot Chart Detail,22300049,630,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,2,10,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-9.0,-2.0,1,1,20231124,MIL,WAS,1970,,,,,2290,9.219544457292887,0,0
Shot Chart Detail,22300049,654,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,0,51,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-21.0,8.0,1,1,20231124,MIL,WAS,1970,,,,,2211,22.47220505424423,0,0
Shot Chart Detail,22300056,452,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,3,13,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-13.0,4.0,1,1,20231128,MIA,MIL,1970,,,,,1633,13.601470508735444,0,0
Shot Chart Detail,22300075,261,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,6,6,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-20.0,-8.0,1,1,20231026,MIL,PHI,1970,,,,,1086,21.540659228538015,0,0
Shot Chart Detail,22300075,418,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,6,34,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-6.0,27.0,1,1,20231026,MIL,PHI,1970,,,,,1834,27.65863337187866,0,0
Shot Chart Detail,22300075,665,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,2,45,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,2.0,36.0,1,1,20231026,MIL,PHI,1970,,,,,2325,36.05551275463989,0,0
Shot Chart Detail,22300107,291,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,3,33,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-15.0,-10.0,1,1,20231030,MIL,MIA,1970,,,,,933,18.027756377319946,0,0
Shot Chart Detail,22300107,334,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,11,36,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,5.0,36.0,1,1,20231030,MIL,MIA,1970,,,,,2136,36.345563690772494,0,0
Shot Chart Detail,22300107,439,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,2,59,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,20231030,MIL,MIA,1970,,,,,1619,0.0,0,0
Shot Chart Detail,22300107,555,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,5,40,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,4.0,27.0,1,1,20231030,MIL,MIA,1970,,,,,2500,27.294688127912362,0,0
Shot Chart Detail,22300116,34,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,9,23,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,1.0,2.0,1,1,20231101,TOR,MIL,1970,,,,,563,2.23606797749979,0,0
Shot Chart Detail,22300116,277,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,5,15,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,20231101,TOR,MIL,1970,,,,,1035,0.0,0,0
Shot Chart Detail,22300149,186,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,8,28,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,4.0,5.0,1,1,20231106,BKN,MIL,1970,,,,,1228,6.4031242374328485,0,0
Shot Chart Detail,22300149,556,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,5,19,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-9.0,-4.0,1,1,20231106,BKN,MIL,1970,,,,,2479,9.848857801796104,0,0
Shot Chart Detail,22300165,111,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,4,22,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,6.0,27.0,1,1,20231108,MIL,DET,1970,,,,,262,27.65863337187866,0,0
Shot Chart Detail,22300165,352,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,1,9,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,2.0,34.0,1,1,20231108,MIL,DET,1970,,,,,789,34.058772731852805,0,0
Shot Chart Detail,22300165,621,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,6,9,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-22.0,6.0,1,1,20231108,MIL,DET,1970,,,,,2529,22.80350850198276,0,0
Shot Chart Detail,22300165,667,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,2,10,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-11.0,9.0,1,1,20231108,MIL,DET,1970,,,,,2290,14.212670403551895,0,0
Shot Chart Detail,22300190,293,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,3,45,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,10.0,38.0,1,1,20231113,MIL,CHI,1970,,,,,945,39.293765408777,0,0
Shot Chart Detail,22300190,330,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,0,32,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,20231113,MIL,CHI,1970,,,,,752,0.0,0,0
Shot Chart Detail,22300195,57,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,7,34,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-5.0,0.0,1,1,20231115,TOR,MIL,1970,,,,,454,5.0,0,0
Shot Chart Detail,22300195,98,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,4,20,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,1.0,2.0,1,1,20231115,TOR,MIL,1970,,,,,260,2.23606797749979,0,0
Shot Chart Detail,22300195,299,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,3,29,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,29.0,18.0,1,1,20231115,TOR,MIL,1970,,,,,929,34.132096331752024,0,0
Shot Chart Detail,22300195,368,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,10,3,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-29.0,6.0,1,1,20231115,TOR,MIL,1970,,,,,2043,29.614185789921695,0,0
Shot Chart Detail,22300205,443,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,2,55,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-1.0,7.0,1,1,20231118,MIL,DAL,1970,,,,,1615,7.0710678118654755,0,0
Shot Chart Detail,22300219,78,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,5,41,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,13.0,6.0,1,1,20231120,WAS,MIL,1970,,,,,341,14.317821063276353,0,0
Shot Chart Detail,22300228,229,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,5,35,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-17.0,10.0,1,1,20231122,BOS,MIL,1970,,,,,1055,19.72308292331602,0,0
Shot Chart Detail,22300228,331,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,9,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,21.0,29.0,1,1,20231122,BOS,MIL,1970,,,,,2022,35.805027579936315,0,0
Shot Chart Detail,22300228,390,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,5,26,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-20.0,16.0,1,1,20231122,BOS,MIL,1970,,,,,1766,25.612496949731394,0,0
Shot Chart Detail,22300228,417,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,3,38,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,5.0,31.0,1,1,20231122,BOS,MIL,1970,,,,,1658,31.400636936215164,0,0
Shot Chart Detail,22300228,438,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,1,31,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-2.0,16.0,1,1,20231122,BOS,MIL,1970,,,,,1531,16.1245154965971,0,0
Shot Chart Detail,22300228,573,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,3,31,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,-21.0,24.0,1,1,20231122,BOS,MIL,1970,,,,,2371,31.89043743820395,0,0
Shot Chart Detail,22300245,53,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,7,28,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-11.0,-2.0,1,1,20231126,MIL,POR,1970,,,,,448,11.180339887498949,0,0
Shot Chart Detail,22300245,351,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,0,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,21.0,22.0,1,1,20231126,MIL,POR,1970,,,,,749,30.4138126514911,0,0
Shot Chart Detail,22300245,656,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,5,24,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,5.0,12.0,1,1,20231126,MIL,POR,1970,,,,,2484,13.0,0,0
Shot Chart Detail,22300269,103,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,3,26,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,5.0,1.0,1,1,20231130,CHI,MIL,1970,,,,,206,5.0990195135927845,0,0
Shot Chart Detail,22300269,280,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,4,54,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-6.0,19.0,1,1,20231130,CHI,MIL,1970,,,,,1014,19.924858845171276,0,0
Shot Chart Detail,22300269,294,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,3,58,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,1.0,4.0,1,1,20231130,CHI,MIL,1970,,,,,958,4.123105625617661,0,0
Shot Chart Detail,22300269,337,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,1,21,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-9.0,-7.0,1,1,20231130,CHI,MIL,1970,,,,,801,11.40175425099138,0,0
Shot Chart Detail,22300286,269,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,2,51,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,4.0,-2.0,1,1,20231202,MIL,ATL,1970,,,,,891,4.47213595499958,0,0
Shot Chart Detail,22300286,415,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,3,22,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-20.0,11.0,1,1,20231202,MIL,ATL,1970,,,,,1642,22.825424421026653,0,0
Shot Chart Detail,22300286,550,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,7,8,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-2.0,8.0,1,1,20231202,MIL,ATL,1970,,,,,2588,8.246211251235321,0,0
Shot Chart Detail,22300286,636,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,1,20,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,12.0,32.0,1,1,20231202,MIL,ATL,1970,,,,,2240,34.17601498127012,0,0
Shot Chart Detail,22300300,691,203081,Damian Lillard,1610612749,Milwaukee Bucks,5,1,21,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-10.0,11.0,1,1,20231211,MIL,CHI,1970,,,,,2961,14.866068747318506,0,0
Shot Chart Detail,22300315,102,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,5,5,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,1.0,8.0,1,1,20231213,MIL,IND,1970,,,,,305,8.06225774829855,0,0
Shot Chart Detail,22300315,317,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,4,2,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,6.0,15.0,1,1,20231213,MIL,IND,1970,,,,,962,16.15549442140351,0,0
Shot Chart Detail,22300315,337,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,2,8,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,6.0,1,1,20231213,MIL,IND,1970,,,,,848,6.0,0,0
Shot Chart Detail,22300334,112,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,3,36,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-27.0,5.0,1,1,20231216,MIL,DET,1970,,,,,216,27.459060435491963,0,0
Shot Chart Detail,22300334,463,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,3,53,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-5.0,14.0,1,1,20231216,MIL,DET,1970,,,,,1673,14.866068747318506,0,0
Shot Chart Detail,22300346,85,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,5,17,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-17.0,6.0,1,1,20231217,MIL,HOU,1970,,,,,317,18.027756377319946,0,0
Shot Chart Detail,22300346,114,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,3,25,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-4.0,11.0,1,1,20231217,MIL,HOU,1970,,,,,205,11.704699910719626,0,0
Shot Chart Detail,22300346,295,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,2,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,9.0,1,1,20231217,MIL,HOU,1970,,,,,873,9.0,0,0
Shot Chart Detail,22300346,298,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,2,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,7.0,19.0,1,1,20231217,MIL,HOU,1970,,,,,847,20.248456731316587,0,0
Shot Chart Detail,22300346,458,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,2,20,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,1.0,22.0,1,1,20231217,MIL,HOU,1970,,,,,1580,22.02271554554524,0,0
Shot Chart Detail,22300361,49,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,8,5,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,7.0,24.0,1,1,20231219,MIL,SAS,1970,,,,,485,25.0,0,0
Shot Chart Detail,22300361,101,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,4,16,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-1.0,17.0,1,1,20231219,MIL,SAS,1970,,,,,256,17.029386365926403,0,0
Shot Chart Detail,22300361,318,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,1,26,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-10.0,11.0,1,1,20231219,MIL,SAS,1970,,,,,806,14.866068747318506,0,0
Shot Chart Detail,22300361,447,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,4,44,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,1.0,4.0,1,1,20231219,MIL,SAS,1970,,,,,1724,4.123105625617661,0,0
Shot Chart Detail,22300361,507,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,1,19,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,5.0,16.0,1,1,20231219,MIL,SAS,1970,,,,,1519,16.76305461424021,0,0
Shot Chart Detail,22300361,644,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,3,57,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-11.0,23.0,1,1,20231219,MIL,SAS,1970,,,,,2397,25.495097567963924,0,0
Shot Chart Detail,22300388,326,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,10,56,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-4.0,14.0,1,1,20231223,NYK,MIL,1970,,,,,2096,14.560219778561036,0,0
Shot Chart Detail,22300388,438,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,3,13,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,0.0,10.0,1,1,20231223,NYK,MIL,1970,,,,,1633,10.0,0,0
Shot Chart Detail,22300388,444,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,2,38,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-10.0,3.0,1,1,20231223,NYK,MIL,1970,,,,,1598,10.44030650891055,0,0
Shot Chart Detail,22300401,449,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,4,24,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-1.0,24.0,1,1,20231225,NYK,MIL,1970,,,,,1704,24.020824298928627,0,0
Shot Chart Detail,22300401,483,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,1,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-5.0,5.0,1,1,20231225,NYK,MIL,1970,,,,,1534,7.0710678118654755,0,0
Shot Chart Detail,22300401,578,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,6,13,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,17.0,14.0,1,1,20231225,NYK,MIL,1970,,,,,2533,22.02271554554524,0,0
Shot Chart Detail,22300417,460,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,2,31,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,2.0,-2.0,1,1,20231227,BKN,MIL,1970,,,,,1591,2.8284271247461903,0,0
Shot Chart Detail,22300433,138,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,0,58,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-11.0,0.0,1,1,20231229,CLE,MIL,1970,,,,,58,11.0,1,0
Shot Chart Detail,22300433,427,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,5,42,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,1.0,14.0,1,1,20231229,CLE,MIL,1970,,,,,1782,14.035668847618199,0,0
Shot Chart Detail,22300433,439,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,4,47,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-1.0,9.0,1,1,20231229,CLE,MIL,1970,,,,,1727,9.055385138137417,0,0
Shot Chart Detail,22300433,628,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,4,6,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-7.0,25.0,1,1,20231229,CLE,MIL,1970,,,,,2406,25.96150997149434,0,0
Shot Chart Detail,22300466,462,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,3,24,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-10.0,6.0,1,1,20240103,IND,MIL,1970,,,,,1644,11.661903789690601,0,0
Shot Chart Detail,22300477,75,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,6,11,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-1.0,6.0,1,1,20240104,SAS,MIL,1970,,,,,371,6.082762530298219,0,0
Shot Chart Detail,22300477,332,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,11,4,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-7.0,9.0,1,1,20240104,SAS,MIL,1970,,,,,2104,11.40175425099138,0,0
Shot Chart Detail,22300477,454,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,1,56,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,1.0,-1.0,1,1,20240104,SAS,MIL,1970,,,,,1556,1.4142135623730951,0,0
Shot Chart Detail,22300477,525,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,9,11,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,9.0,1,1,20240104,SAS,MIL,1970,,,,,2711,9.0,0,0
Shot Chart Detail,22300477,544,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,7,42,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,20240104,SAS,MIL,1970,,,,,2622,0.0,0,0
Shot Chart Detail,22300477,563,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,6,50,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,11.0,8.0,1,1,20240104,SAS,MIL,1970,,,,,2570,13.601470508735444,0,0
