GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,playerName,TEAM_ID,team,period,minutesRemaining,secondsRemaining,eventType,ACTION_TYPE,SHOT_TYPE,shotZone,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,shotDistance,locationX,locationY,shotAttempted,shotMade,gameDate,HTM,VTM,season,shotClock,defenderDistance,dribbles,touchTime,gameTimeRemaining,courtDistance,lateGameShot,cornerThree
Shot Chart Detail,22200796,173,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,9,48,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.205400544874945,0.7725421097815,6.90477004060932,1,0,20230204,CHI,POR,1970,,,,,1308,6.947853670384955,0,0
Shot Chart Detail,22200682,616,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,1,7,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.7283256163127078,17.95019469453824,9.429558793013058,1,0,20230119,POR,PHI,1970,,,,,2227,20.276243947110093,0,0
Shot Chart Detail,22300346,85,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,5,17,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0031085501856367,-19.25234920054262,4.690189782857726,1,0,20231217,MIL,HOU,1970,,,,,317,19.815418994784267,0,0
Shot Chart Detail,22300693,526,202691,Klay Thompson,1610612744,Golden State Warriors,4,10,21,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0372278364215766,-9.423333177211193,5.024585093395506,1,0,20240202,MEM,GSW,1970,,,,,2781,10.679216428629093,0,0
Shot Chart Detail,22300361,318,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,1,26,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.718795003049859,-12.293837706936042,3.1371766559158853,1,0,20231219,MIL,SAS,1970,,,,,806,12.687802131768372,0,0
Shot Chart Detail,22300699,8,202691,Klay Thompson,1610612744,Golden State Warriors,1,11,30,Made Shot,Turnaround Bank shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.4568291689438861,6.844735215600205,14.5072477569595,1,0,20240203,ATL,GSW,1970,,,,,690,16.04090513822347,0,0
Shot Chart Detail,22301182,63,202691,Klay Thompson,1610612744,Golden State Warriors,1,7,13,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0190436932417624,4.674139987332764,6.750037891965386,1,0,20240412,GSW,NOP,1970,,,,,433,8.210395615568816,0,0
Shot Chart Detail,22200458,655,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,0,31,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.1840578312715655,12.933189908031885,16.037215513341998,1,0,20221219,OKC,POR,1970,,,,,2191,20.602419338965873,0,0
Shot Chart Detail,22300477,454,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,1,56,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.9626575724868413,-3.503327674463711,3.754191884576709,1,0,20240104,SAS,MIL,1970,,,,,1556,5.13490618228658,0,0
Shot Chart Detail,22300808,566,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,6,44,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.74539183023397,-0.2273052206044488,31.9916716392698,1,0,20240223,MIN,MIL,1970,,,,,2564,31.992479146483376,0,0
Shot Chart Detail,22200489,105,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,2,19,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0148419676891736,1.62950625674216,8.522930891133417,1,0,20221223,DEN,POR,1970,,,,,139,8.677306126661552,0,0
Shot Chart Detail,22200051,436,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,2,4,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.8017419477471464,-3.6537205007936016,13.053278326432867,1,0,20221024,POR,DEN,1970,,,,,1564,13.55498980321422,0,0
Shot Chart Detail,22300880,229,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,3,33,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.8507960028117059,14.935325659929614,15.077231253226062,1,0,20240304,MIL,LAC,1970,,,,,933,21.222319732569495,0,0
Shot Chart Detail,22200051,291,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,1,9,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0021480167559743,-8.05271855601638,6.399146834200444,1,0,20221024,POR,DEN,1970,,,,,789,10.285686965296392,0,0
Shot Chart Detail,22300790,342,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,9,54,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.1486270953028308,-15.07818685779873,6.737326350617313,1,0,20240215,MEM,MIL,1970,,,,,2034,16.514941273689615,0,0
Shot Chart Detail,22200917,592,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,6,20,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.3662095977839374,-1.0616399201184197,6.762175549777505,1,0,20230226,POR,HOU,1970,,,,,2540,6.8450052948115205,0,0
Shot Chart Detail,22300528,286,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,1,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.8546857301355617,4.6131800969816,21.83123187632644,1,0,20240111,MIL,BOS,1970,,,,,814,22.313317006781375,0,0
Shot Chart Detail,22301044,329,202691,Klay Thompson,1610612744,Golden State Warriors,3,8,11,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.8976032933889037,-18.50101915215168,8.58587068192405,1,0,20240326,MIA,GSW,1970,,,,,1931,20.396197808292754,0,0
Shot Chart Detail,22201074,76,202691,Klay Thompson,1610612744,Golden State Warriors,1,5,25,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.2816328772760617,-5.353161332294057,13.335154790974862,1,0,20230320,HOU,GSW,1970,,,,,325,14.369505542948515,0,0
Shot Chart Detail,22300269,280,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,4,54,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0991030046954248,-9.189144694868611,17.73768113003342,1,0,20231130,CHI,MIL,1970,,,,,1014,19.976629147430646,0,0
Shot Chart Detail,22300958,96,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,2,53,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.4504473788699173,28.354546340109724,1.0205597257507644,1,0,20240314,MIL,PHI,1970,,,,,173,28.372906800454096,0,0
Shot Chart Detail,22200667,98,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,4,41,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.026585341326099,18.758326406851893,5.59035376107473,1,0,20230117,DEN,POR,1970,,,,,281,19.573626765624184,0,0
Shot Chart Detail,22200463,331,202691,Klay Thompson,1610612744,Golden State Warriors,3,9,19,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.2769808321980434,3.449185636854437,-6.546709034788929,1,0,20221220,NYK,GSW,1970,,,,,1999,7.399748694629429,0,0
Shot Chart Detail,22300808,366,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,11,19,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.4690234954442852,5.80212564193169,12.1115337589826,1,0,20240223,MIN,MIL,1970,,,,,2119,13.429590908130315,0,0
Shot Chart Detail,22200941,432,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,3,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.5878506215430324,9.30880219205752,7.356316418181524,1,0,20230301,POR,NOP,1970,,,,,1659,11.864619230942978,0,0
Shot Chart Detail,22200667,390,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,6,43,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,2.440616764694391,-25.57693989236386,13.999665318259348,1,0,20230117,DEN,POR,1970,,,,,1843,29.15768309178333,0,0
Shot Chart Detail,22300433,427,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,5,42,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.516792657139248,0.5531513560389849,21.07064961097414,1,0,20231229,CLE,MIL,1970,,,,,1782,21.07790908631908,0,0
Shot Chart Detail,22300864,272,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,4,6,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.3019707425192711,-5.142442953231553,3.101936470420484,1,0,20240301,CHI,MIL,1970,,,,,966,6.005558208340466,0,0
Shot Chart Detail,22200037,629,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,5,6,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.3715152698632104,-8.4215579518223,19.17588375517399,1,0,20221023,LAL,POR,1970,,,,,2466,20.943666253257742,0,0
Shot Chart Detail,22300840,62,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,6,6,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.193618571856377,-8.177500445542186,16.502958006022435,1,0,20240227,MIL,CHA,1970,,,,,366,18.417902608206578,0,0
Shot Chart Detail,22300924,441,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,4,20,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.8241996197958628,22.47244311317001,11.81416680719438,1,0,20240310,LAC,MIL,1970,,,,,1700,25.38868324318683,0,0
Shot Chart Detail,22200998,407,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,2,6,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.5609460898950623,28.11560881446185,10.448852335391132,1,0,20230310,PHI,POR,1970,,,,,1566,29.994432385605393,0,0
Shot Chart Detail,22300315,317,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,4,2,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0346488051912364,3.926892366315836,17.525210429749237,1,0,20231213,MIL,IND,1970,,,,,962,17.95977405937004,0,0
Shot Chart Detail,22201041,570,202691,Klay Thompson,1610612744,Golden State Warriors,4,6,59,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0534816268219005,5.651646314119187,17.651899946077222,1,0,20230315,LAC,GSW,1970,,,,,2579,18.534580593210574,0,0
Shot Chart Detail,22200448,389,202691,Klay Thompson,1610612744,Golden State Warriors,3,10,7,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.7538550699336822,-3.961227816726875,-0.0281818528115317,1,0,20221218,TOR,GSW,1970,,,,,2047,3.9613280642782738,0,0
Shot Chart Detail,22200830,380,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,7,21,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.4039540207356116,3.4377052364511558,16.091045745507962,1,0,20230208,POR,GSW,1970,,,,,1881,16.454165748428377,0,0
Shot Chart Detail,22301201,436,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,4,37,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.565460419169093,7.951154861205919,16.921969729329135,1,0,20231205,MIL,NYK,1970,,,,,1717,18.696896083232907,0,0
Shot Chart Detail,22200635,420,202691,Klay Thompson,1610612744,Golden State Warriors,3,8,57,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.514944520872564,-4.71757985246378,19.26196349410962,1,0,20230113,SAS,GSW,1970,,,,,1977,19.831258086989433,0,0
Shot Chart Detail,22301031,411,202691,Klay Thompson,1610612744,Golden State Warriors,3,5,44,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.4111024358212749,10.61920565654985,26.94996906282274,1,0,20240324,MIN,GSW,1970,,,,,1784,28.96667673833509,0,0
Shot Chart Detail,22300346,295,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,2,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.710745527218326,-1.843871790005137,8.563725303484318,1,0,20231217,MIL,HOU,1970,,,,,873,8.759980265475164,0,0
Shot Chart Detail,22200631,197,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,10,9,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.427796398247133,-19.961050682121684,11.502941633715729,1,0,20230112,POR,CLE,1970,,,,,1329,23.038255371509823,0,0
Shot Chart Detail,22301031,411,202691,Klay Thompson,1610612744,Golden State Warriors,3,5,44,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.438991029388895,13.71413003748847,26.138098383682262,1,0,20240324,MIN,GSW,1970,,,,,1784,29.51741096031623,0,0
Shot Chart Detail,22300808,366,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,11,19,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.326843470388023,2.111861458917002,6.611962044745697,1,0,20240223,MIN,MIL,1970,,,,,2119,6.941037451477751,0,0
Shot Chart Detail,22300907,274,202691,Klay Thompson,1610612744,Golden State Warriors,2,5,28,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,3.492894719571758,29.62717752325193,12.635117648878202,1,0,20240307,GSW,CHI,1970,,,,,1048,32.20894046682191,0,0
Shot Chart Detail,22200635,373,202691,Klay Thompson,1610612744,Golden State Warriors,2,0,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.245634960171873,-7.95964353985544,-0.042896969063197,1,0,20230113,SAS,GSW,1970,,,,,727,7.959759131501232,0,0
Shot Chart Detail,22301044,329,202691,Klay Thompson,1610612744,Golden State Warriors,3,8,11,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.8291210710660528,-16.017713847544407,9.708136419149646,1,0,20240326,MIA,GSW,1970,,,,,1931,18.730057918614015,0,0
Shot Chart Detail,22300767,340,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,10,2,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.3645344890332625,13.319674217400546,2.7675532932906304,1,0,20240212,MIL,DEN,1970,,,,,2042,13.604156441650055,0,0
Shot Chart Detail,22300745,368,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,8,33,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.2912314168473795,-19.47638394754373,27.60269283116149,1,0,20240209,MIL,CHA,1970,,,,,1953,33.78221696697233,0,0
Shot Chart Detail,22300286,550,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,7,8,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.3364009386898723,-1.7547006473137792,5.281144428392424,1,0,20231202,MIL,ATL,1970,,,,,2588,5.565021189108244,0,0
Shot Chart Detail,22201091,40,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,9,8,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.1287818839390129,12.950810958685954,17.87922002300562,1,0,20230322,UTA,POR,1970,,,,,548,22.07691131292295,0,0
Shot Chart Detail,22200727,38,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,8,14,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.86231756139488,-20.367417004737625,7.211432947669952,1,0,20230125,POR,UTA,1970,,,,,494,21.606398140449397,0,0
Shot Chart Detail,22301201,133,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,1,33,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.602652446306499,-6.682106690309411,23.68886186226483,1,0,20231205,MIL,NYK,1970,,,,,93,24.613263216204043,1,0
Shot Chart Detail,22300899,270,202691,Klay Thompson,1610612744,Golden State Warriors,2,2,15,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.6760152245035698,6.865833746786101,21.076596177905884,1,0,20240306,GSW,MIL,1970,,,,,855,22.166699787857997,0,0
Shot Chart Detail,22200458,596,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,5,44,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.6517481414030399,8.076697086427643,-2.5075084062445487,1,0,20221219,OKC,POR,1970,,,,,2504,8.456987302420162,0,0
Shot Chart Detail,22300880,292,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,11,0,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.5131998110771812,-0.9367288018993524,8.479732565477093,1,0,20240304,MIL,LAC,1970,,,,,2100,8.531314390545019,0,0
Shot Chart Detail,22200759,45,202691,Klay Thompson,1610612744,Golden State Warriors,1,8,7,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.2609373235629846,13.763488569001808,17.214343235748363,1,0,20230130,OKC,GSW,1970,,,,,487,22.04012773618154,0,0
Shot Chart Detail,22300880,232,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,3,5,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.3679074507209708,6.37903788348081,4.363987035118438,1,0,20240304,MIL,LAC,1970,,,,,905,7.728939588427713,0,0
Shot Chart Detail,22300107,439,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,2,59,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.2292736105559734,3.456902475146588,-1.8834808192694796,1,0,20231030,MIL,MIA,1970,,,,,1619,3.9367086149765567,0,0
Shot Chart Detail,22200866,296,202691,Klay Thompson,1610612744,Golden State Warriors,2,0,40,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0280221870258768,7.286945583989506,5.399788176288498,1,0,20230213,GSW,WAS,1970,,,,,760,9.069580381297099,0,0
Shot Chart Detail,22300528,36,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,9,8,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.7290718698421919,-6.033064307217883,10.233656200549454,1,0,20240111,MIL,BOS,1970,,,,,548,11.879628957424162,0,0
Shot Chart Detail,22200647,309,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,1,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.5098982484765356,1.879148052088272,-1.2943992069570007,1,0,20230114,POR,DAL,1970,,,,,809,2.2818121545469205,0,0
Shot Chart Detail,22200931,99,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,4,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.8857901082221638,22.137012201189226,24.95445199538183,1,0,20230228,GSW,POR,1970,,,,,269,33.358237117470956,0,0
Shot Chart Detail,22200711,301,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,2,43,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.2995890930373197,12.673478905857031,11.083083098728071,1,0,20230123,POR,SAS,1970,,,,,883,16.83602680416359,0,0
Shot Chart Detail,22200654,255,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,6,35,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.785318394224728,2.193529256809878,12.750677011781352,1,0,20230115,POR,DAL,1970,,,,,1115,12.937980323808286,0,0
Shot Chart Detail,22300667,198,203081,Damian Lillard,1610612749,Milwaukee Bucks,2,9,0,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.1462407774125882,-11.840810131851097,5.690964651530843,1,0,20240129,DEN,MIL,1970,,,,,1260,13.137422245003817,0,0
Shot Chart Detail,22300824,222,202691,Klay Thompson,1610612744,Golden State Warriors,2,7,17,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,2.2323778870606192,23.549837568462845,18.78194623553281,1,0,20240225,GSW,DEN,1970,,,,,1157,30.122356380194248,0,0
Shot Chart Detail,22300165,111,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,4,22,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.5428620870804437,9.92314889035865,30.24224991314692,1,0,20231108,MIL,DET,1970,,,,,262,31.828643761704033,0,0
Shot Chart Detail,22300880,292,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,11,0,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.705852680544564,-3.5237715398542826,15.307601028759224,1,0,20240304,MIL,LAC,1970,,,,,2100,15.707947514578647,0,0
Shot Chart Detail,22301061,61,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,6,35,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.329943538657265,-10.753515386300284,0.3560951901336793,1,0,20240328,NOP,MIL,1970,,,,,395,10.759409693279334,0,0
Shot Chart Detail,22301122,554,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,8,32,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.1905136811072336,-4.882459449718589,11.610412892664552,1,0,20240405,MIL,TOR,1970,,,,,2672,12.595241078133343,0,0
Shot Chart Detail,22301201,133,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,1,33,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.6269969831144608,-4.003654780467826,30.696508002855268,1,0,20231205,MIL,NYK,1970,,,,,93,30.956499401103482,1,0
Shot Chart Detail,22200336,109,202691,Klay Thompson,1610612744,Golden State Warriors,1,4,26,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.7119770229910514,-17.75955376246675,29.276750069797945,1,0,20221202,GSW,CHI,1970,,,,,266,34.24222312425641,0,0
Shot Chart Detail,22300998,369,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,6,18,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.548128379642196,27.3337632184538,12.846306074166268,1,0,20240320,BOS,MIL,1970,,,,,1818,30.202022969226068,0,0
Shot Chart Detail,22200351,37,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,8,41,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.2851234381024903,7.314111580960801,2.128044962667341,1,0,20221204,POR,IND,1970,,,,,521,7.617401366731226,0,0
Shot Chart Detail,22300921,594,202691,Klay Thompson,1610612744,Golden State Warriors,4,8,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.865306332523144,29.44737861324485,18.073122254975843,1,0,20240309,GSW,SAS,1970,,,,,2683,34.55120627756856,0,0
Shot Chart Detail,22300286,636,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,1,20,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.3126523055866484,14.966983952536951,37.54443071423066,1,0,20231202,MIL,ATL,1970,,,,,2240,40.41775459239621,0,0
Shot Chart Detail,22300976,111,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,3,24,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.36385032493269,-2.285268668055901,30.385110151036933,1,0,20240317,MIL,PHX,1970,,,,,204,30.470926664212982,0,0
Shot Chart Detail,22300572,388,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,6,19,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.3955091063625082,-3.168230238152345,7.950984949547004,1,0,20240117,CLE,MIL,1970,,,,,1819,8.558962817413441,0,0
Shot Chart Detail,22300346,114,203081,Damian Lillard,1610612749,Milwaukee Bucks,1,3,25,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.4182786507977534,-2.371574353051228,13.174768630388456,1,0,20231217,MIL,HOU,1970,,,,,205,13.386519091097508,0,0
Shot Chart Detail,22301007,497,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,8,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.1399243120391134,14.80109811237039,32.54058498358848,1,0,20240321,MIL,BKN,1970,,,,,2668,35.748596845277135,0,0
Shot Chart Detail,22300849,537,203081,Damian Lillard,1610612749,Milwaukee Bucks,4,7,32,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.341508685536803,14.5883650058221,15.82810536236602,1,0,20240229,CHA,MIL,1970,,,,,2612,21.52555023466891,0,0
Shot Chart Detail,22300976,419,203081,Damian Lillard,1610612749,Milwaukee Bucks,3,3,7,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.7376107011428346,11.1362090033505,23.61323485998693,1,0,20240317,MIL,PHX,1970,,,,,1627,26.10747041594047,0,0
Shot Chart Detail,22200843,568,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,7,9,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0287809197455091,-2.1390319463171545,0.3794612979973677,1,0,20230210,POR,OKC,1970,,,,,2589,2.1724291804436806,0,0
Shot Chart Detail,22200751,346,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,6,2,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.3457265798015799,3.105596204454999,9.634227980231692,1,0,20230128,POR,TOR,1970,,,,,1802,10.122404682692968,0,0
Shot Chart Detail,22300490,76,202691,Klay Thompson,1610612744,Golden State Warriors,1,5,53,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.5502024960264408,-5.234105281642112,2.8257368666596374,1,0,20240105,GSW,DET,1970,,,,,353,5.948163324835094,0,0
