PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,FG3M,FG3A,FG3_PCT,FGM,FGA,FG_PCT,FTM,FTA,FT_PCT,AST,TOV,SEASON
203085,Austin Rivers,LAC,61,33.7,2.2,5.9,0.378,5.6,13.2,0.424,1.7,2.6,0.642,4.0,1.8,2017-18
203085,Austin Rivers,HOU,76,26.7,1.4,4.3,0.318,3.1,7.5,0.406,0.7,1.3,0.526,2.2,0.9,2018-19
203085,Austin Rivers,HOU,68,23.4,1.4,4.0,0.356,3.1,7.4,0.421,1.1,1.6,0.703,1.7,0.7,2019-20
203085,Austin Rivers,DEN,36,23.5,1.5,4.1,0.369,2.9,6.8,0.424,0.6,0.9,0.71,2.3,1.0,2020-21
203085,Austin Rivers,DEN,67,22.1,1.2,3.4,0.342,2.2,5.2,0.417,0.5,0.7,0.727,1.3,0.8,2021-22
203085,Austin Rivers,MIN,52,19.5,0.8,2.4,0.35,1.8,4.0,0.435,0.6,0.8,0.769,1.4,0.4,2022-23
202340,Avery Bradley,BOS,77,31.5,1.6,4.6,0.352,5.6,13.2,0.428,1.0,1.3,0.79,1.8,1.4,2014-15
202340,Avery Bradley,BOS,76,33.4,1.9,5.4,0.361,6.0,13.4,0.447,1.3,1.6,0.78,2.1,1.4,2015-16
202340,Avery Bradley,BOS,55,33.4,2.0,5.0,0.39,6.5,14.1,0.463,1.2,1.7,0.731,2.2,1.6,2016-17
202340,Avery Bradley,LAC,46,31.2,1.6,4.4,0.369,5.6,13.6,0.414,1.4,1.8,0.768,2.0,2.2,2017-18
202340,Avery Bradley,MEM,63,30.2,1.4,3.9,0.351,3.9,9.7,0.408,0.7,0.8,0.86,2.4,1.4,2018-19
202340,Avery Bradley,LAL,49,24.2,1.3,3.5,0.364,3.5,7.8,0.444,0.4,0.5,0.833,1.3,1.0,2019-20
202340,Avery Bradley,HOU,27,22.3,1.2,3.7,0.327,2.4,6.3,0.374,0.4,0.6,0.8,1.7,1.0,2020-21
202340,Avery Bradley,LAL,62,22.7,1.3,3.4,0.39,2.4,5.6,0.423,0.3,0.3,0.889,0.8,0.6,2021-22
